character_id|series_id
164745|1324
171001|1324
164975|1324
171077|1324
171002|1324
164976|1324
164978|1324
164977|1324
171003|1324
165658|1324
170998|1324
164980|1324
30376|800
30376|1242
47307|800
182427|800
151073|679
49165|1202
141220|1290
141220|1732
174268|1290
12895|1472
12895|1473
12895|1474
12895|1475
12895|1476
12895|1477
1113|1202
1113|1218
1113|1481
1113|1482
143093|1290
143093|1732
141221|1290
141221|1732
15437|1202
172565|1290
172564|1290
153344|1290
141218|1290
141218|1732
23765|1419
23765|1419
17359|1419
17359|1419
9972|1419
9972|1419
120345|800
63541|378
63541|531
82867|378
82867|531
22923|499
22923|683
22923|679
189009|679
119569|487
119569|683
119569|679
119569|685
15452|579
15452|890
15452|759
15452|124
15452|894
15452|177
27057|793
27057|1080
226454|627
172748|1290
172745|1290
143094|1290
143094|1732
141225|1290
141225|1732
172042|1290
172743|1290
172743|1732
2007|498
2007|499
2007|492
2007|487
2007|555
2007|501
2007|502
2007|662
2007|683
2007|679
2007|685
153726|1568
37099|1568
64173|1572
196958|679
108297|498
108297|499
108297|492
108297|683
108297|679
1901|498
1901|499
1901|492
1901|487
1901|501
1901|986
1901|502
1901|683
1901|679
1901|685
3889|499
3889|492
3889|487
3889|683
3889|679
211286|910
161906|679
161905|679
161907|679
135213|679
151239|679
135211|679
36100|800
92245|800
16573|910
16573|1665
83373|378
83373|531
33303|378
33303|1108
33303|531
104337|378
104337|531
104345|378
104345|531
53279|378
53279|531
33347|378
33347|1637
33347|531
2174|498
2174|499
2174|555
2174|683
2174|679
3710|498
3710|499
3710|487
3710|502
3710|683
3710|679
182624|800
182731|800
163827|679
135815|800
139879|1661
59669|910
64167|1572
136919|679
64165|1572
135210|679
13|498
13|499
13|492
13|487
13|984
13|501
13|683
13|679
13|685
17|498
17|499
17|492
17|487
17|555
17|984
17|501
17|986
17|502
17|662
17|683
17|679
17|685
42500|1697
42500|1698
117789|492
117789|487
117789|683
117789|679
184049|1705
184049|1706
83533|1708
83533|1709
83533|2285
205352|2288
184039|1705
184039|1706
16460|1709
16460|2285
127963|487
127963|683
127963|679
127963|685
212195|1705
212195|1706
847|1728
847|1729
847|1708
847|1709
847|1732
847|2285
202283|1735
148221|470
148222|470
148226|470
148224|470
46927|800
964|1747
964|1748
57181|1747
64169|1572
2009|498
2009|499
2009|492
2009|502
2009|683
2009|679
2009|685
151238|679
64171|1572
61371|1572
135214|679
135212|679
34715|1728
34715|1729
34715|1708
34715|1709
34715|2285
1821|1728
1821|1729
1821|1708
1821|1709
1821|2285
18913|2288
9791|2288
51817|1728
51817|1729
51817|1708
51817|1709
51817|2285
205497|2288
205493|2288
205392|2288
191219|452
191234|452
12796|1728
12796|1729
12796|1708
12796|1709
12796|2285
127289|1810
205415|2288
205512|2288
205422|2288
205387|2288
205413|2288
120105|1810
120103|1810
127298|1810
83377|378
83377|531
205516|2288
127293|1810
44469|2288
127296|1810
221972|627
22226|2288
127295|1810
1817|1728
1817|1729
1817|1708
1817|1709
1817|1732
1817|2285
127290|1810
205423|2288
205509|2288
205518|2288
127294|1810
127292|1810
76520|1864
205519|2288
87321|1864
205411|2288
164766|1864
87307|1864
60059|1864
60059|1877
73507|1572
205517|2288
44471|2288
179804|2288
74695|1572
75148|1572
24144|2288
205501|2288
42215|800
14343|2288
205506|2288
205514|2288
205528|2288
205419|2288
205421|2288
205420|2288
152469|2288
44473|2288
205345|2288
205358|2288
205362|2288
63643|800
63643|1242
81267|1572
75350|1572
72753|1572
75680|1572
205394|2288
87313|1864
7879|793
7879|1937
7879|1080
132969|1386
132969|1387
132969|1942
132969|1859
74293|1572
205526|2288
205417|2288
205504|2288
205353|2288
72761|1572
44467|2288
205361|2288
205418|2288
84923|1572
182010|1386
182010|1387
182010|1859
64175|1572
73949|1572
205390|2288
72757|1572
2802|1977
2802|1977
2727|1977
2727|1977
11364|1977
11364|1977
6801|1977
6801|1977
11368|1977
11368|1977
10646|1992
972|1747
972|1748
183427|454
183427|640
183428|454
183428|640
205393|2288
205490|2288
40819|2288
205498|2288
205351|2288
44475|2288
7869|793
7869|1080
26394|793
26394|1080
7873|793
7873|1080
88801|793
88801|1080
233972|627
153191|1697
39953|1697
39953|2032
205348|2288
172749|1290
205510|2288
141299|1290
141299|1732
205357|2288
48471|1202
48471|1218
125060|1202
125060|1218
73349|2051
153343|1290
141222|1290
141222|1732
15017|1202
191215|452
58117|168
58117|2063
77051|2051
198578|2067
63885|2067
223191|1387
223191|1859
191225|452
191222|452
191223|452
191230|452
191217|452
191220|452
191231|452
191228|452
191218|452
191235|452
206678|452
191239|452
191216|452
160424|1170
159432|1170
205507|2288
205389|2288
183259|2108
183259|2109
183259|2850
147408|2108
147408|2109
147408|2850
191240|452
191232|452
9430|1747
9430|1748
191221|452
191233|452
191238|452
205355|2288
4781|1977
4781|1977
14149|1977
14149|1977
11366|1977
11366|1977
9174|1977
9174|1977
153194|1697
177925|1977
177925|1977
38902|1202
11362|1977
11362|1977
12728|1977
12728|1977
11360|1977
11360|1977
22313|1202
125064|1202
125064|1218
9028|2164
9055|2164
10484|1977
10484|1977
125062|1202
125062|1218
125062|1481
160432|1170
79705|2164
19476|1472
19476|1473
19476|1474
205356|2288
205395|2288
7895|2164
159039|1170
4158|1992
205354|2288
141219|1290
141219|1732
159038|1170
158696|1170
205500|2288
205349|2288
158277|1140
158277|1170
205391|2288
159915|1170
159915|2212
147242|1864
22314|1202
205360|2288
110933|2220
103693|2222
103693|2223
18322|1202
144971|1387
144971|1942
144971|2229
144971|2230
144971|1859
160134|1170
158781|1170
160431|1170
160422|1170
23997|1472
23997|1473
23997|1474
23997|1475
23997|2245
23997|1477
158541|1170
158541|2212
32430|2251
32430|3047
12479|2254
12479|3051
205499|2288
205505|2288
205364|2288
158535|1170
159230|1170
7874|793
7874|1080
87315|1864
164794|1864
158884|1387
158884|1859
182009|1386
182009|1387
182009|1859
9112|2164
176251|1386
176251|1387
176251|1859
225912|2287
225912|2287
178813|1386
178813|1387
178813|1859
159580|1864
205388|2288
172174|1387
172174|2299
172174|1942
172174|1859
114605|2164
226504|627
225878|627
226466|627
225882|627
231645|627
226496|627
233954|627
226457|627
226460|627
226495|627
226473|627
226465|627
226446|627
226467|627
226499|627
226243|627
226242|627
226447|627
233950|627
226463|627
226492|627
226458|627
152677|2349
152677|3187
151698|2349
151698|3187
154797|2349
154797|3187
151696|2349
151696|2349
151696|3187
205359|2288
22925|2288
205363|2288
152864|2288
205522|2288
9394|2372
9394|3219
53285|2164
205491|2288
205350|2288
16882|1419
16882|1419
4335|1992
20108|1419
20108|1419
20108|1721
17060|1419
17060|1419
14632|1992
127142|168
127144|168
205347|2288
23846|1419
23846|1419
23764|1419
23764|1419
23764|1721
41051|1697
41051|2032
19708|1419
19708|1419
19708|1721
23845|1419
23845|1419
23845|1721
16810|1419
16810|1721
5167|1419
5167|1721
16809|1419
23796|1419
23796|1721
16811|1419
16811|1721
149945|1864
16887|1419
17355|1419
54223|1864
846|1728
846|1729
846|1708
846|1709
846|1732
846|2285
5184|1729
5184|1708
5184|2285
90851|168
153766|1387
153766|1942
153766|1859
139592|1697
132955|1386
132955|1387
132955|2299
132955|1942
132955|2229
132955|1859
1998|475
186872|2349
186872|2349
186872|3187
125034|2473
125034|2474
125034|2475
125034|3356
124347|1472
124347|1474
55105|168
55105|2063
171888|3356
192385|3356
164135|1864
164135|2489
32415|2491
44419|2491
124582|1472
70101|1472
46617|2491
70109|1472
167425|2491
27977|1472
42135|2491
43925|2491
70115|1472
43663|2491
138658|1472
109931|2473
109931|2474
109931|2475
109931|3356
165210|3356
125666|3356
152802|2526
124373|1472
70173|1472
165211|3356
219448|3356
165224|3356
14646|1992
124104|1472
69911|1472
168263|3356
39122|1472
39122|1474
14517|1992
168264|3356
168265|3356
168266|3356
217474|2251
217474|3047
192371|3356
124796|3356
168333|2473
168333|2474
168333|3356
192344|3356
169736|3356
169725|3356
172137|3356
192379|3356
169726|3356
124792|2473
124792|2474
124792|2475
124792|3356
165212|3356
70005|1472
169727|3356
207747|3522
124795|2473
124795|2474
124795|2475
124795|3356
171887|3356
22373|1992
169728|3356
192349|3356
124522|1472
151454|2608
151445|2608
69919|1472
69919|1476
80825|168
150811|2526
32848|1472
69939|1472
69971|1472
124456|1472
69989|1472
13857|1472
69995|1472
70051|1472
10773|1472
70045|1472
124372|1472
124372|1474
168944|2608
124420|1472
27884|1472
168271|2473
168271|2474
168271|2475
168271|3356
192437|3356
125652|2473
125652|2474
125652|3356
125658|3356
145519|2473
145519|2474
145519|2475
145519|3356
145518|3356
124790|2473
124790|2474
124790|2475
124790|3356
165221|3356
125663|3356
168273|2473
168273|2474
168273|2475
168273|3356
192391|3356
124799|2473
124799|2474
124799|2475
124799|3356
168270|2473
168270|2474
168270|2475
168270|3356
124786|2473
124786|2474
124786|2475
124786|3356
125668|3356
169730|3356
219447|3356
169735|2475
169735|3356
169731|3356
154459|3356
124793|2473
124793|2474
124793|2475
124793|3356
171901|2473
171901|2474
171901|3356
125645|2473
125645|2475
125645|3356
124802|3356
156873|2473
156873|3356
169729|3356
192347|3356
124804|2473
124804|2475
124804|3356
124803|3356
226461|627
1150|2742
124805|2475
124805|3356
8622|2251
8622|3047
168274|3356
218749|3356
124794|2473
124794|2474
124794|2475
124794|3356
172140|3356
168275|3356
168272|2473
168272|2474
168272|2475
168272|3356
125665|3356
124800|2473
124800|2474
124800|2475
124800|3356
218748|3356
145521|3356
169732|3356
144860|2473
144860|2474
144860|3356
171899|3356
172141|2473
172141|3356
168276|2473
168276|2474
168276|2475
168276|3356
125651|2473
125651|3356
125659|2473
125659|2474
125659|2475
125659|3356
125660|2473
125660|2474
125660|2475
125660|3356
192348|3356
142481|3356
192345|2473
192345|3356
124797|2473
124797|2474
124797|2475
124797|3356
171889|3356
154046|2474
154046|2475
154046|3356
125667|3356
169733|3356
125670|2473
125670|2475
125670|3356
172135|3356
192343|3356
171900|3356
168269|2473
168269|2474
168269|2475
168269|3356
169734|3356
18350|3869
18351|3869
153741|3869
18353|3869
18352|3869
153742|3869
120279|3869
153744|3869
153743|3869
18354|3869
196898|3522
196899|3522
225003|3522
72725|2873
8648|2875
8648|3912
38843|2251
38843|3047
196900|3522
225004|3522
225005|3522
225013|3522
225012|3522
204713|3522
225006|3522
225007|3522
225008|3522
225009|3522
225010|3522
225011|3522
225021|3522
225019|3522
207967|3522
225015|3522
225016|3522
225018|3522
212923|3522
225020|3522
225025|3522
230095|3522
215494|3522
225024|3522
198942|3522
225026|3522
206861|3522
198943|3522
217075|3522
13473|4006
13472|4006
20726|4006
86065|4006
20725|4006
31847|4006
28216|4006
16877|4006
147634|4006
22381|4006
224354|1387
224354|1859
16757|1992
21319|4006
85159|4006
21322|4006
85173|4006
21320|4006
21323|4006
53607|4006
56943|4006
21324|4006
112891|2982
112891|2983
112891|2984
112891|4073
112893|2982
112893|2983
112893|2984
112893|4073
171898|2982
171898|2983
171898|4073
121145|2982
121145|2983
121145|4073
171829|4073
112933|2982
112933|2983
112933|4073
212312|2983
212312|4073
211677|2983
211677|4073
112921|2982
112921|2983
112921|4073
171841|2982
171841|2983
171841|4073
171842|4073
171827|4073
121153|4073
9591|2875
9591|3912
112895|2982
112895|2983
112895|2984
112895|4073
121123|2983
121123|4073
211314|2983
211314|4073
171833|2982
171833|2983
171833|4073
112897|2982
112897|2983
112897|2984
112897|4073
120785|4073
228678|2984
228678|4073
171834|4073
734|2875
734|3912
226479|627
203657|3061
203656|3061
22521|378
22521|613
22521|1637
22521|531
11080|2251
11080|3047
189701|3073
189701|4190
171836|4073
112927|2982
112927|2983
112927|2984
112927|4073
112915|2982
112915|2983
112915|2984
112915|4073
112929|2982
112929|2983
112929|2984
112929|4073
171830|2982
171830|4073
213067|2983
213067|4073
171838|2982
171838|4073
171840|2982
171840|4073
171844|2982
171844|4073
732|2875
732|3912
30130|1728
30130|1729
30130|1709
30130|1732
30130|2285
8635|2875
8635|3912
731|2875
731|3912
730|2875
730|3912
729|2875
729|3912
28999|2875
28999|3912
7275|2875
7275|3912
8714|2875
8714|3912
9592|2875
9592|3912
8571|2875
8571|3912
7171|1992
34456|2875
34456|3912
8722|2875
8722|3912
735|2875
735|3912
133836|3155
24627|2875
24627|3912
38021|2875
38021|3912
39249|2875
39249|3912
28803|2875
28803|3912
8846|2875
8846|3912
2957|2875
2957|3912
8717|2875
8717|3912
29032|2875
29032|3912
2972|2875
2972|3912
8647|2875
8647|3912
26765|2875
26765|3912
39261|2875
39261|3912
7170|1992
4337|1992
169866|2982
169866|4073
2305|2875
2305|3912
11848|1992
39252|2875
39252|3912
225875|627
20370|793
20370|3211
20370|1080
224569|3214
218547|3214
8728|2875
8728|3912
206282|3214
222760|3214
222759|3214
219766|3214
206281|3214
221472|3214
211315|4073
8729|2875
8729|3912
212355|2983
212355|4073
8595|2875
8595|3912
29030|2875
29030|3912
8712|2875
8712|3912
171826|2982
171826|4073
93241|1729
93241|2285
314|3256
314|3257
314|4437
313|3256
313|3257
313|4437
194137|3155
194137|4446
211313|4073
171843|4073
171828|4073
171831|2982
171831|4073
148558|761
148558|177
16762|2875
16762|3912
86|3282
86|3283
86|3284
86|3285
86|3286
86|3287
86|4476
34454|2875
34454|3912
51821|1728
51821|1729
51821|2285
92789|2220
89|3282
89|3283
89|3284
89|3285
89|3286
89|3304
89|3287
89|4476
214351|520
214351|520
132505|1386
132505|1387
132505|2299
132505|1942
132505|2229
132505|2230
132505|1859
39258|2875
39258|3912
92121|1729
92121|2285
8709|2875
8709|3912
167015|3328
167015|4527
221177|3328
221177|4527
139246|761
139246|894
139246|177
37320|1729
37320|2285
80491|520
80491|520
80491|723
31|378
31|613
31|1253
31|1108
31|531
58907|378
58907|613
58907|531
15841|1728
15841|1729
15841|2285
17569|1729
17569|1708
17569|2285
1259|3282
1259|3283
1259|3284
1259|3285
1259|3286
1259|3304
1259|3287
1259|4476
93243|1729
93243|1708
93243|2285
2371|2875
2371|3912
4604|796
4604|796
10342|796
10342|796
94|3282
94|3283
94|3284
94|3285
94|3304
94|3287
94|4476
19267|1728
19267|1729
19267|1708
19267|1709
19267|2285
13837|2875
13837|3912
7803|2875
7803|3912
8708|2875
8708|3912
8706|2875
8706|3912
8705|2875
8705|3912
8720|2875
8720|3912
39253|2875
39253|3912
8642|2875
8642|3912
3106|2875
3106|3912
36881|1728
36881|1729
36881|1708
36881|1709
36881|2285
80779|378
80779|1108
70621|378
70621|613
70621|1637
70621|531
6892|2875
6892|3912
3759|2875
3759|3912
8570|2875
8570|3912
51825|1728
51825|1729
51825|2285
8703|2875
8703|3912
8702|2875
8702|3912
8716|2875
8716|3912
93237|1729
93237|2285
7176|2875
7176|3912
4057|1728
4057|1729
4057|2285
508|3472
39265|2875
39265|3912
92123|1729
92123|1708
92123|2285
150836|3481
38461|499
1250|3282
1250|3284
1250|3285
1250|3286
1250|3287
1250|4476
166529|3328
166529|4527
159238|3328
159238|4527
507|3472
2001|475
29033|2875
29033|3912
6752|3472
39250|2875
39250|3912
2971|2875
2971|3912
12188|3472
509|3472
135179|3472
4987|3472
510|3472
733|2875
733|3912
736|2875
736|3912
233973|627
233969|627
233970|627
211847|3061
1251|3282
1251|3283
1251|3284
1251|3285
1251|3286
1251|3304
1251|3287
1251|4476
184635|2109
184635|2850
1252|3282
1252|3283
1252|3284
1252|3285
1252|3286
1252|3304
1252|3287
1252|4476
53723|3558
53723|4823
1253|3282
1253|3283
1253|3284
1253|3285
1253|3286
1253|3304
1253|3287
1253|4476
32232|124
32232|894
32232|177
2002|475
233953|627
233968|627
225873|627
233971|627
226470|627
233967|627
226250|627
233976|627
226237|627
202069|627
233975|627
226469|627
226241|627
233974|627
184101|2109
184101|2850
140108|168
198102|912
125650|2473
125650|2474
125650|2475
125650|3356
179401|3616
124789|2473
124789|2474
124789|2475
124789|3356
225881|627
163083|912
163083|913
163083|914
124807|2473
124807|2475
124807|3356
139593|2299
139593|1942
139593|1859
148513|2526
216731|3639
216731|3187
124801|2473
124801|2475
124801|3356
168277|2473
168277|3356
124791|2473
124791|2474
124791|2475
124791|3356
1254|3282
1254|3284
1254|3285
1254|3286
1254|3287
1254|4476
1255|3282
1255|3283
1255|3284
1255|3285
1255|3286
1255|3304
1255|3287
1255|4476
151299|3670
151299|3328
151299|4527
1256|3282
1256|3283
1256|3284
1256|3285
1256|3286
1256|3304
1256|3287
1256|4476
158408|894
158408|3684
158408|177
109211|579
109211|894
109211|177
188064|3691
158097|894
1258|3282
1258|3283
1258|3284
1258|3285
1258|3286
1258|3287
1258|4476
1257|3282
1257|3283
1257|3284
1257|3285
1257|3286
1257|3304
1257|3287
1257|4476
202047|627
165402|912
165402|913
165402|914
198216|912
128069|2873
13230|3722
13286|3722
21681|3722
22580|3722
21895|3722
211849|3061
186859|3734
186859|3735
186859|3736
186859|5054
131932|3734
131932|3735
131932|3736
131932|5054
164903|3734
164903|3735
164903|3736
164903|5054
17620|3283
17620|3284
17620|3285
17620|3286
17620|3304
17620|3287
17620|4476
22636|3558
22636|4823
150281|793
150281|1080
21512|3282
21512|3285
21512|3304
21512|4476
1261|3282
1261|3283
1261|3284
1261|3285
1261|3286
1261|3304
1261|3287
1261|4476
1892|3282
1892|3283
1892|3284
1892|3285
1892|3286
1892|4476
34314|4823
37193|3558
37193|4823
37944|4823
26275|3558
26275|4823
75828|4823
29995|3558
29995|4823
22309|3558
22309|4823
26276|3558
26276|4823
38910|4823
93493|4823
30593|3558
30593|4823
30201|4823
33809|4823
93485|3558
93485|4823
23160|3558
23160|4823
32158|4823
22321|4823
22308|3558
22308|4823
34316|3558
34316|4823
8612|2251
8612|3047
22306|3558
22306|4823
36075|3558
36075|4823
137467|3841
137467|5190
136805|3841
136805|5190
141482|3841
147509|3841
141484|3841
144648|3841
141479|3841
141481|3841
141478|3841
148237|3841
141483|3841
141480|3841
79465|3841
42881|3558
42881|4823
37943|4823
89091|3558
89091|4823
44243|3558
44243|4823
721|2251
721|3047
217492|2251
217492|3047
8611|2251
8611|3047
102293|2251
102293|3047
8620|2251
8620|3047
22307|4823
41897|193
41897|3898
267|3900
268|3900
269|3900
