id|first_name|last_name|anime_list|pictures|value
417|Lelouch|Lamperouge|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/16/80310.jpg,https://cdn.myanimelist.net/images/characters/2/274015.jpg,https://cdn.myanimelist.net/images/characters/5/274017.jpg,https://cdn.myanimelist.net/images/characters/3/276932.jpg,https://cdn.myanimelist.net/images/characters/2/277147.jpg,https://cdn.myanimelist.net/images/characters/4/285592.jpg,https://cdn.myanimelist.net/images/characters/8/306475.jpg,https://cdn.myanimelist.net/images/characters/3/318342.jpg,https://cdn.myanimelist.net/images/characters/8/406162.jpg,https://cdn.myanimelist.net/images/characters/8/406163.jpg,https://cdn.myanimelist.net/images/characters/4/487214.jpg,https://cdn.myanimelist.net/images/characters/5/495677.jpg,https://cdn.myanimelist.net/images/characters/4/495678.jpg,https://cdn.myanimelist.net/images/characters/12/505530.jpg|943
50921|Enari|""|Gintama'|https://cdn.myanimelist.net/images/characters/9/139963.jpg|10
50907|Balmung|Fezarion|Gintama'|https://cdn.myanimelist.net/images/characters/7/139927.jpg|15
17244|Yuusuke|Fujisaki|Gintama'|https://cdn.myanimelist.net/images/characters/2/77697.jpg,https://cdn.myanimelist.net/images/characters/2/77699.jpg,https://cdn.myanimelist.net/images/characters/5/106655.jpg,https://cdn.myanimelist.net/images/characters/14/113839.jpg,https://cdn.myanimelist.net/images/characters/3/114132.jpg,https://cdn.myanimelist.net/images/characters/3/236807.jpg,https://cdn.myanimelist.net/images/characters/16/271097.jpg,https://cdn.myanimelist.net/images/characters/16/367927.jpg,https://cdn.myanimelist.net/images/characters/9/367976.jpg|531
49565|Fumiko|""|Gintama'|https://cdn.myanimelist.net/images/characters/15/136021.jpg,https://cdn.myanimelist.net/images/characters/11/140341.jpg,https://cdn.myanimelist.net/images/characters/8/144777.jpg,https://cdn.myanimelist.net/images/characters/14/202519.jpg|69
502|Rider|""|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/2/31612.jpg,https://cdn.myanimelist.net/images/characters/7/89715.jpg,https://cdn.myanimelist.net/images/characters/11/107945.jpg,https://cdn.myanimelist.net/images/characters/7/148643.jpg,https://cdn.myanimelist.net/images/characters/7/281737.jpg,https://cdn.myanimelist.net/images/characters/9/283762.jpg,https://cdn.myanimelist.net/images/characters/10/310397.jpg,https://cdn.myanimelist.net/images/characters/13/312914.jpg,https://cdn.myanimelist.net/images/characters/14/312915.jpg,https://cdn.myanimelist.net/images/characters/4/313519.jpg,https://cdn.myanimelist.net/images/characters/12/320192.jpg,https://cdn.myanimelist.net/images/characters/5/320193.jpg,https://cdn.myanimelist.net/images/characters/11/336675.jpg,https://cdn.myanimelist.net/images/characters/11/341407.jpg,https://cdn.myanimelist.net/images/characters/2/341546.jpg,https://cdn.myanimelist.net/images/characters/9/344720.jpg,https://cdn.myanimelist.net/images/characters/2/345784.jpg,https://cdn.myanimelist.net/images/characters/6/355229.jpg,https://cdn.myanimelist.net/images/characters/7/364460.jpg|540
52339|Goro|""|Gintama'|https://cdn.myanimelist.net/images/characters/13/143387.jpg|10
159916|Clara|Magnolia|Violet Evergarden Movie,Violet Evergarden|https://cdn.myanimelist.net/images/characters/15/356874.jpg|146
32737|Hachiro|""|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/10/87841.jpg|15
52331|Hedoro's Father|""|Gintama'|https://cdn.myanimelist.net/images/characters/6/143379.jpg|10
55731|Jellybeans Vanguard|Honda|Gintama'|https://cdn.myanimelist.net/images/characters/7/154061.jpg|15
10645|Saki|Hanano|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/5/19475.jpg,https://cdn.myanimelist.net/images/characters/14/115826.jpg|15
45425|Iwamatsu|""|Gintama'|https://cdn.myanimelist.net/images/characters/4/139967.jpg|10
50917|Jii-san|""|Gintama'|https://cdn.myanimelist.net/images/characters/14/139959.jpg|10
52333|Jiro|""|Gintama'|https://cdn.myanimelist.net/images/characters/2/143381.jpg|10
33356|Asta|""|Hunter x Hunter (2011)|https://cdn.myanimelist.net/images/characters/11/202559.jpg|39
4610|Youhei|Sunohara|Clannad: After Story|https://cdn.myanimelist.net/images/characters/7/8047.jpg,https://cdn.myanimelist.net/images/characters/9/13926.jpg,https://cdn.myanimelist.net/images/characters/14/15292.jpg,https://cdn.myanimelist.net/images/characters/15/34967.jpg,https://cdn.myanimelist.net/images/characters/5/75784.jpg,https://cdn.myanimelist.net/images/characters/2/94508.jpg,https://cdn.myanimelist.net/images/characters/10/94509.jpg,https://cdn.myanimelist.net/images/characters/6/220993.jpg|555
25962|Tajima|""|Clannad: After Story|https://cdn.myanimelist.net/images/characters/12/64330.jpg|27
46407|Jugem|""|Gintama',Gintama': Enchousen|https://cdn.myanimelist.net/images/characters/7/127829.jpg|218
32956|Hatsu|Hasegawa|Gintama°,Gintama',Gintama|https://cdn.myanimelist.net/images/characters/4/88838.jpg,https://cdn.myanimelist.net/images/characters/14/115821.jpg|15
41608|Pirako|Doromizu|Gintama',Gintama.: Shirogane no Tamashii-hen|https://cdn.myanimelist.net/images/characters/14/113386.jpg,https://cdn.myanimelist.net/images/characters/7/113936.jpg,https://cdn.myanimelist.net/images/characters/10/126841.jpg,https://cdn.myanimelist.net/images/characters/13/128429.jpg,https://cdn.myanimelist.net/images/characters/3/128431.jpg,https://cdn.myanimelist.net/images/characters/9/139485.jpg,https://cdn.myanimelist.net/images/characters/12/210703.jpg,https://cdn.myanimelist.net/images/characters/3/210705.jpg|135
32838|Jirochou|Doromizu|Gintama',Gintama,Gintama.: Shirogane no Tamashii-hen|https://cdn.myanimelist.net/images/characters/6/88334.jpg,https://cdn.myanimelist.net/images/characters/2/118414.jpg,https://cdn.myanimelist.net/images/characters/3/119205.jpg,https://cdn.myanimelist.net/images/characters/4/124589.jpg,https://cdn.myanimelist.net/images/characters/8/210835.jpg,https://cdn.myanimelist.net/images/characters/12/210837.jpg,https://cdn.myanimelist.net/images/characters/16/210839.jpg|222
32124|Kyoushirou|Honjou|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/16/85739.jpg,https://cdn.myanimelist.net/images/characters/9/165197.jpg|15
43668|Yagi|""|Clannad: After Story|https://cdn.myanimelist.net/images/characters/6/119827.jpg|25
7096|Yusuke|Yoshino|Clannad: After Story|https://cdn.myanimelist.net/images/characters/16/39461.jpg,https://cdn.myanimelist.net/images/characters/6/62458.jpg|286
95235|Yuu's Sister|""|Clannad: After Story|https://cdn.myanimelist.net/images/characters/9/225987.jpg|32
203220|Daisy|Magnolia|Violet Evergarden Movie|https://cdn.myanimelist.net/images/characters/9/457932.jpg|30
558|Kallen|Stadtfeld|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/8/31533.jpg,https://cdn.myanimelist.net/images/characters/7/74343.jpg,https://cdn.myanimelist.net/images/characters/2/74344.jpg,https://cdn.myanimelist.net/images/characters/14/74345.jpg,https://cdn.myanimelist.net/images/characters/6/80404.jpg,https://cdn.myanimelist.net/images/characters/6/83137.jpg,https://cdn.myanimelist.net/images/characters/6/423057.jpg,https://cdn.myanimelist.net/images/characters/6/462544.jpg,https://cdn.myanimelist.net/images/characters/5/482495.jpg,https://cdn.myanimelist.net/images/characters/13/487134.jpg,https://cdn.myanimelist.net/images/characters/11/487213.jpg,https://cdn.myanimelist.net/images/characters/5/519594.jpg,https://cdn.myanimelist.net/images/characters/12/519595.jpg|652
6225|Christel|Ketsuno|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/8/88488.jpg,https://cdn.myanimelist.net/images/characters/11/108524.jpg,https://cdn.myanimelist.net/images/characters/9/113367.jpg,https://cdn.myanimelist.net/images/characters/15/238323.jpg|39
498|Rin|Toosaka|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/8/31622.jpg,https://cdn.myanimelist.net/images/characters/12/89156.jpg,https://cdn.myanimelist.net/images/characters/10/89731.jpg,https://cdn.myanimelist.net/images/characters/15/129849.jpg,https://cdn.myanimelist.net/images/characters/7/130109.jpg,https://cdn.myanimelist.net/images/characters/2/270529.jpg,https://cdn.myanimelist.net/images/characters/8/272601.jpg,https://cdn.myanimelist.net/images/characters/12/273599.jpg,https://cdn.myanimelist.net/images/characters/8/311443.jpg,https://cdn.myanimelist.net/images/characters/8/312444.jpg,https://cdn.myanimelist.net/images/characters/5/313454.jpg,https://cdn.myanimelist.net/images/characters/7/313457.jpg,https://cdn.myanimelist.net/images/characters/10/313472.jpg,https://cdn.myanimelist.net/images/characters/16/314704.jpg,https://cdn.myanimelist.net/images/characters/11/397358.jpg,https://cdn.myanimelist.net/images/characters/13/441731.jpg,https://cdn.myanimelist.net/images/characters/9/486592.jpg,https://cdn.myanimelist.net/images/characters/12/486593.jpg,https://cdn.myanimelist.net/images/characters/8/486594.jpg|777
52341|Kid|""|Gintama'|https://cdn.myanimelist.net/images/characters/2/143389.jpg|10
29241|Daigorou|Kitaouji|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/2/124991.jpg,https://cdn.myanimelist.net/images/characters/12/125263.jpg|15
17063|Heiji|Kozenigata|Gintama°,Gintama',Gintama|https://cdn.myanimelist.net/images/characters/7/36462.jpg,https://cdn.myanimelist.net/images/characters/9/120273.jpg|122
43084|Kohei|Konishi|Gintama'|https://cdn.myanimelist.net/images/characters/3/117516.jpg,https://cdn.myanimelist.net/images/characters/16/118081.jpg,https://cdn.myanimelist.net/images/characters/6/129667.jpg|10
50953|Koro|""|Gintama'|https://cdn.myanimelist.net/images/characters/16/140117.jpg|15
32739|Katsuo|Kurogoma|Gintama°,Gintama'|https://cdn.myanimelist.net/images/characters/6/87843.jpg,https://cdn.myanimelist.net/images/characters/4/126839.jpg|10
49563|Lord Beida|""|Gintama'|https://cdn.myanimelist.net/images/characters/16/136019.jpg,https://cdn.myanimelist.net/images/characters/13/139969.jpg,https://cdn.myanimelist.net/images/characters/16/142953.jpg|15
32153|Kuriko|Matsudaira|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/8/85823.jpg,https://cdn.myanimelist.net/images/characters/3/117595.jpg,https://cdn.myanimelist.net/images/characters/15/117596.jpg,https://cdn.myanimelist.net/images/characters/14/117597.jpg,https://cdn.myanimelist.net/images/characters/12/117598.jpg,https://cdn.myanimelist.net/images/characters/4/120783.jpg,https://cdn.myanimelist.net/images/characters/6/290726.jpg|15
503|Illyasviel|von Einzbern|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/6/31610.jpg,https://cdn.myanimelist.net/images/characters/11/78790.jpg,https://cdn.myanimelist.net/images/characters/8/84224.jpg,https://cdn.myanimelist.net/images/characters/6/304354.jpg,https://cdn.myanimelist.net/images/characters/2/308182.jpg,https://cdn.myanimelist.net/images/characters/11/314093.jpg,https://cdn.myanimelist.net/images/characters/13/321968.jpg,https://cdn.myanimelist.net/images/characters/11/329196.jpg,https://cdn.myanimelist.net/images/characters/5/336033.jpg,https://cdn.myanimelist.net/images/characters/14/336863.jpg,https://cdn.myanimelist.net/images/characters/2/337071.jpg,https://cdn.myanimelist.net/images/characters/8/343424.jpg,https://cdn.myanimelist.net/images/characters/9/345110.jpg,https://cdn.myanimelist.net/images/characters/13/345522.jpg,https://cdn.myanimelist.net/images/characters/8/346087.jpg,https://cdn.myanimelist.net/images/characters/4/346267.jpg,https://cdn.myanimelist.net/images/characters/14/346384.jpg,https://cdn.myanimelist.net/images/characters/15/460230.jpg,https://cdn.myanimelist.net/images/characters/12/514778.jpg|629
131836|Nakasaki|""|Gintama'|https://cdn.myanimelist.net/images/characters/8/287946.jpg|10
50913|Sachi|Narasaki|Gintama'|https://cdn.myanimelist.net/images/characters/11/139957.jpg|10
18016|Tetsuko|Murata|Gintama°,Gintama',Gintama|https://cdn.myanimelist.net/images/characters/7/112840.jpg,https://cdn.myanimelist.net/images/characters/4/120270.jpg,https://cdn.myanimelist.net/images/characters/9/218975.jpg|39
17245|Hime|Onizuka|Gintama'|https://cdn.myanimelist.net/images/characters/2/77695.jpg,https://cdn.myanimelist.net/images/characters/12/113841.jpg,https://cdn.myanimelist.net/images/characters/14/113843.jpg,https://cdn.myanimelist.net/images/characters/15/114134.jpg,https://cdn.myanimelist.net/images/characters/8/120628.jpg,https://cdn.myanimelist.net/images/characters/2/120629.jpg,https://cdn.myanimelist.net/images/characters/2/134801.jpg,https://cdn.myanimelist.net/images/characters/11/189722.jpg|478
50889|Sayaka|Otakai|Gintama'|https://cdn.myanimelist.net/images/characters/5/139889.jpg|10
9877|Musashi|""|Gintama',Gintama': Enchousen,Gintama|https://cdn.myanimelist.net/images/characters/7/115830.jpg,https://cdn.myanimelist.net/images/characters/10/117897.jpg|146
11476|Anya|Alstreim|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch R2|https://cdn.myanimelist.net/images/characters/16/21006.jpg,https://cdn.myanimelist.net/images/characters/14/21008.jpg,https://cdn.myanimelist.net/images/characters/10/31514.jpg,https://cdn.myanimelist.net/images/characters/8/83317.jpg,https://cdn.myanimelist.net/images/characters/3/83325.jpg,https://cdn.myanimelist.net/images/characters/2/83434.jpg,https://cdn.myanimelist.net/images/characters/6/83435.jpg,https://cdn.myanimelist.net/images/characters/3/83438.jpg|368
158226|Nerine|""|Violet Evergarden Movie,Violet Evergarden|https://cdn.myanimelist.net/images/characters/13/368358.jpg|15
203218|Yuris|""|Violet Evergarden Movie|https://cdn.myanimelist.net/images/characters/12/457928.jpg|100
30641|Pandemonium|""|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/11/81205.jpg,https://cdn.myanimelist.net/images/characters/2/81206.jpg,https://cdn.myanimelist.net/images/characters/16/81207.jpg|211
52337|Saburo|""|Gintama'|https://cdn.myanimelist.net/images/characters/9/143385.jpg|10
108383|Recycle-shop Proprietress|""|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/15/250025.jpg|15
32276|Teruhiko|Saigou|Gintama'|https://cdn.myanimelist.net/images/characters/6/86365.jpg|10
32275|Tokumori|Saigou|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/5/86364.jpg,https://cdn.myanimelist.net/images/characters/10/115538.jpg,https://cdn.myanimelist.net/images/characters/4/117555.jpg|15
122387|Chiharu|Sakurajima|Gintama'|https://cdn.myanimelist.net/images/characters/10/272751.jpg|10
32963|Shachi|""|Gintama°,Gintama',Gintama|https://cdn.myanimelist.net/images/characters/6/88862.jpg,https://cdn.myanimelist.net/images/characters/13/117543.jpg,https://cdn.myanimelist.net/images/characters/15/117544.jpg,https://cdn.myanimelist.net/images/characters/11/117545.jpg|15
56029|Tetsunosuke|Sasaki|Gintama°,Gintama'|https://cdn.myanimelist.net/images/characters/9/158283.jpg|10
50211|Isaac|Schneider|Gintama'|https://cdn.myanimelist.net/images/characters/10/139925.jpg|15
18030|Hachibei|Takaya|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/10/115634.jpg,https://cdn.myanimelist.net/images/characters/13/117890.jpg|15
102431|Shinsain|""|Gintama'|https://cdn.myanimelist.net/images/characters/11/238689.jpg|10
50919|Pinko|Shiramizu|Gintama'|https://cdn.myanimelist.net/images/characters/11/139965.jpg,https://cdn.myanimelist.net/images/characters/16/214567.jpg|15
52335|Shiro|""|Gintama'|https://cdn.myanimelist.net/images/characters/4/143383.jpg|10
32122|Tatsumi|""|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/5/85737.jpg,https://cdn.myanimelist.net/images/characters/3/120272.jpg|15
127300|Suejirou|Suemoto|Gintama'|https://cdn.myanimelist.net/images/characters/12/280089.jpg|10
40309|Teppei|Sugihara|Gintama'|https://cdn.myanimelist.net/images/characters/2/109755.jpg,https://cdn.myanimelist.net/images/characters/6/113838.jpg,https://cdn.myanimelist.net/images/characters/16/114139.jpg,https://cdn.myanimelist.net/images/characters/3/114140.jpg,https://cdn.myanimelist.net/images/characters/16/114141.jpg,https://cdn.myanimelist.net/images/characters/3/135613.jpg|10
16049|Luciano|Bradley|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch R2|https://cdn.myanimelist.net/images/characters/2/146777.jpg,https://cdn.myanimelist.net/images/characters/11/146779.jpg,https://cdn.myanimelist.net/images/characters/2/146781.jpg,https://cdn.myanimelist.net/images/characters/4/146783.jpg,https://cdn.myanimelist.net/images/characters/8/146897.jpg|15
32656|Tamo|""|Gintama'|https://cdn.myanimelist.net/images/characters/14/87585.jpg,https://cdn.myanimelist.net/images/characters/4/119084.jpg,https://cdn.myanimelist.net/images/characters/10/119116.jpg|10
43739|Tatsugorou|Terada|Gintama'|https://cdn.myanimelist.net/images/characters/9/120019.jpg,https://cdn.myanimelist.net/images/characters/8/120119.jpg|15
55579|Isaburou|Sasaki|Gintama°,Gintama',Gintama': Enchousen|https://cdn.myanimelist.net/images/characters/16/153833.jpg,https://cdn.myanimelist.net/images/characters/12/155195.jpg,https://cdn.myanimelist.net/images/characters/8/158281.jpg,https://cdn.myanimelist.net/images/characters/6/195993.jpg,https://cdn.myanimelist.net/images/characters/11/277049.jpg,https://cdn.myanimelist.net/images/characters/2/303225.jpg|288
32239|Seita|""|Gintama°,Gintama',Gintama': Enchousen|https://cdn.myanimelist.net/images/characters/2/105218.jpg,https://cdn.myanimelist.net/images/characters/10/118206.jpg,https://cdn.myanimelist.net/images/characters/8/118207.jpg,https://cdn.myanimelist.net/images/characters/2/118208.jpg,https://cdn.myanimelist.net/images/characters/16/118209.jpg,https://cdn.myanimelist.net/images/characters/16/288515.jpg|10
129702|Casino Manager|""|Code Geass: Hangyaku no Lelouch R2|https://cdn.myanimelist.net/images/characters/2/284169.jpg|19
5266|Touko|Aozaki|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/2/35111.jpg,https://cdn.myanimelist.net/images/characters/5/109928.jpg,https://cdn.myanimelist.net/images/characters/8/109929.jpg,https://cdn.myanimelist.net/images/characters/9/117793.jpg,https://cdn.myanimelist.net/images/characters/6/118703.jpg,https://cdn.myanimelist.net/images/characters/3/118704.jpg,https://cdn.myanimelist.net/images/characters/14/118706.jpg,https://cdn.myanimelist.net/images/characters/3/140315.jpg,https://cdn.myanimelist.net/images/characters/16/309571.jpg,https://cdn.myanimelist.net/images/characters/9/311037.jpg,https://cdn.myanimelist.net/images/characters/7/313482.jpg,https://cdn.myanimelist.net/images/characters/13/313484.jpg,https://cdn.myanimelist.net/images/characters/11/313485.jpg,https://cdn.myanimelist.net/images/characters/2/350824.jpg,https://cdn.myanimelist.net/images/characters/6/350825.jpg,https://cdn.myanimelist.net/images/characters/11/383977.jpg|500
2087|Archer|""|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/8/119973.jpg,https://cdn.myanimelist.net/images/characters/5/119974.jpg,https://cdn.myanimelist.net/images/characters/4/130141.jpg,https://cdn.myanimelist.net/images/characters/15/175063.jpg,https://cdn.myanimelist.net/images/characters/3/175065.jpg,https://cdn.myanimelist.net/images/characters/5/264919.jpg,https://cdn.myanimelist.net/images/characters/8/280913.jpg,https://cdn.myanimelist.net/images/characters/11/308991.jpg,https://cdn.myanimelist.net/images/characters/3/309004.jpg,https://cdn.myanimelist.net/images/characters/6/502858.jpg|697
51677|Bartley|Asprius|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/8/147139.jpg,https://cdn.myanimelist.net/images/characters/5/147141.jpg,https://cdn.myanimelist.net/images/characters/16/147143.jpg,https://cdn.myanimelist.net/images/characters/14/147145.jpg,https://cdn.myanimelist.net/images/characters/14/147147.jpg|15
1122|Rivalz|Cardemonde|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/8/33779.jpg,https://cdn.myanimelist.net/images/characters/5/83312.jpg,https://cdn.myanimelist.net/images/characters/14/146569.jpg,https://cdn.myanimelist.net/images/characters/4/146571.jpg,https://cdn.myanimelist.net/images/characters/10/146793.jpg|182
504|Berserker|""|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/14/31626.jpg,https://cdn.myanimelist.net/images/characters/15/65100.jpg,https://cdn.myanimelist.net/images/characters/12/280914.jpg|310
50909|Morimori|Tokugawa|Gintama'|https://cdn.myanimelist.net/images/characters/4/139923.jpg|10
26731|Abuto|""|Gintama°,Gintama',Gintama: The Final,Gintama.,Gintama,Gintama,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen|https://cdn.myanimelist.net/images/characters/2/66782.jpg,https://cdn.myanimelist.net/images/characters/16/76118.jpg,https://cdn.myanimelist.net/images/characters/14/111640.jpg,https://cdn.myanimelist.net/images/characters/15/114864.jpg|252
1131|Cécile|Croomy|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/10/72686.jpg,https://cdn.myanimelist.net/images/characters/2/78626.jpg,https://cdn.myanimelist.net/images/characters/4/83314.jpg,https://cdn.myanimelist.net/images/characters/13/132973.jpg,https://cdn.myanimelist.net/images/characters/6/132979.jpg,https://cdn.myanimelist.net/images/characters/9/133207.jpg,https://cdn.myanimelist.net/images/characters/11/133209.jpg,https://cdn.myanimelist.net/images/characters/12/133211.jpg,https://cdn.myanimelist.net/images/characters/4/462546.jpg,https://cdn.myanimelist.net/images/characters/8/487135.jpg,https://cdn.myanimelist.net/images/characters/4/505536.jpg|226
17246|Kazuyoshi|Usui|Gintama'|https://cdn.myanimelist.net/images/characters/13/77703.jpg,https://cdn.myanimelist.net/images/characters/4/77705.jpg,https://cdn.myanimelist.net/images/characters/6/106399.jpg,https://cdn.myanimelist.net/images/characters/3/106762.jpg,https://cdn.myanimelist.net/images/characters/13/113840.jpg,https://cdn.myanimelist.net/images/characters/8/113842.jpg,https://cdn.myanimelist.net/images/characters/15/114535.jpg,https://cdn.myanimelist.net/images/characters/11/145871.jpg|496
55275|""|Yagami|Gintama'|https://cdn.myanimelist.net/images/characters/2/151095.jpg|10
6187|Tsu|Terakado|Gintama',Gintama|https://cdn.myanimelist.net/images/characters/4/112381.jpg,https://cdn.myanimelist.net/images/characters/8/117891.jpg,https://cdn.myanimelist.net/images/characters/4/117892.jpg,https://cdn.myanimelist.net/images/characters/15/117893.jpg,https://cdn.myanimelist.net/images/characters/7/117894.jpg,https://cdn.myanimelist.net/images/characters/6/117895.jpg,https://cdn.myanimelist.net/images/characters/4/117956.jpg,https://cdn.myanimelist.net/images/characters/12/210971.jpg|160
126471|Izumi|""|Mushishi Zoku Shou 2nd Season|https://cdn.myanimelist.net/images/characters/6/278787.jpg|23
32234|Yocchan|""|Gintama'|https://cdn.myanimelist.net/images/characters/13/115633.jpg|10
505|Taiga|Fujimura|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/3/31615.jpg,https://cdn.myanimelist.net/images/characters/6/31616.jpg,https://cdn.myanimelist.net/images/characters/5/275651.jpg,https://cdn.myanimelist.net/images/characters/2/296263.jpg,https://cdn.myanimelist.net/images/characters/2/296264.jpg,https://cdn.myanimelist.net/images/characters/7/401780.jpg,https://cdn.myanimelist.net/images/characters/8/441732.jpg|297
27138|Guinevere|de Britannia|Code Geass: Hangyaku no Lelouch R2|https://cdn.myanimelist.net/images/characters/8/114485.jpg,https://cdn.myanimelist.net/images/characters/10/147129.jpg,https://cdn.myanimelist.net/images/characters/12/147131.jpg,https://cdn.myanimelist.net/images/characters/6/147133.jpg,https://cdn.myanimelist.net/images/characters/9/147135.jpg,https://cdn.myanimelist.net/images/characters/5/147137.jpg,https://cdn.myanimelist.net/images/characters/9/147159.jpg|16
115265|Kane|Himuro|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/15/263479.jpg,https://cdn.myanimelist.net/images/characters/7/296259.jpg,https://cdn.myanimelist.net/images/characters/6/296260.jpg|55
22514|Nonette|Enneagram|Code Geass: Hangyaku no Lelouch R2|https://cdn.myanimelist.net/images/characters/10/61855.jpg,https://cdn.myanimelist.net/images/characters/3/132789.jpg,https://cdn.myanimelist.net/images/characters/14/146547.jpg,https://cdn.myanimelist.net/images/characters/12/146549.jpg,https://cdn.myanimelist.net/images/characters/4/495708.jpg|36
1124|Nina|Einstein|Code Geass: Hangyaku no Lelouch R2,Code Geass: Hangyaku no Lelouch|https://cdn.myanimelist.net/images/characters/9/55951.jpg,https://cdn.myanimelist.net/images/characters/13/55969.jpg,https://cdn.myanimelist.net/images/characters/13/83150.jpg,https://cdn.myanimelist.net/images/characters/2/120123.jpg,https://cdn.myanimelist.net/images/characters/14/120124.jpg,https://cdn.myanimelist.net/images/characters/6/132975.jpg,https://cdn.myanimelist.net/images/characters/6/133687.jpg,https://cdn.myanimelist.net/images/characters/4/135449.jpg|252
8282|Ayumu|Toujou|Gintama°,Gintama',Gintama': Enchousen,Gintama,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare|https://cdn.myanimelist.net/images/characters/11/31005.jpg,https://cdn.myanimelist.net/images/characters/7/151835.jpg|15
116277|Kaoru|""|Mushishi Zoku Shou 2nd Season|https://cdn.myanimelist.net/images/characters/14/264313.jpg|55
120079|Shino|""|Mushishi Zoku Shou 2nd Season|https://cdn.myanimelist.net/images/characters/16/270291.jpg|39
119759|Yotarou|""|Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen|https://cdn.myanimelist.net/images/characters/7/276151.jpg,https://cdn.myanimelist.net/images/characters/12/276152.jpg|338
119763|Yakumo|Yuurakutei|Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen|https://cdn.myanimelist.net/images/characters/13/284605.jpg,https://cdn.myanimelist.net/images/characters/11/298931.jpg,https://cdn.myanimelist.net/images/characters/3/298932.jpg,https://cdn.myanimelist.net/images/characters/9/302046.jpg,https://cdn.myanimelist.net/images/characters/6/316234.jpg,https://cdn.myanimelist.net/images/characters/13/326154.jpg,https://cdn.myanimelist.net/images/characters/6/329735.jpg,https://cdn.myanimelist.net/images/characters/6/348746.jpg,https://cdn.myanimelist.net/images/characters/2/481578.jpg|559
119761|Konatsu|""|Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen|https://cdn.myanimelist.net/images/characters/16/300945.jpg,https://cdn.myanimelist.net/images/characters/14/302048.jpg,https://cdn.myanimelist.net/images/characters/5/305874.jpg|340
137648|Matsuda|""|Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen|https://cdn.myanimelist.net/images/characters/3/305179.jpg|172
24333|Leysritt|""|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/4/64707.jpg,https://cdn.myanimelist.net/images/characters/10/220125.jpg,https://cdn.myanimelist.net/images/characters/2/280450.jpg,https://cdn.myanimelist.net/images/characters/5/296256.jpg,https://cdn.myanimelist.net/images/characters/13/296257.jpg|168
115263|Kaede|Makidera|Fate/stay night Movie: Heaven's Feel - III. Spring Song|https://cdn.myanimelist.net/images/characters/10/262403.jpg,https://cdn.myanimelist.net/images/characters/6/263481.jpg,https://cdn.myanimelist.net/images/characters/10/296255.jpg|15
